current_gold,total_gold,level,xp,cs,jg,champion_mastery,damage_taken_per_min,champion_mastery_median,champion_mastery_min,ward_placed,elite_monster_killed,building_killed,champion_killed,winner
-4248.0,4486.0,2.0,1627.0,48.0,27.0,0.0,-150.60000000000036,0,0,18,4,1,4,0
2805.0,5657.0,2.0,1890.0,-46.0,-40.0,0.0,-208.39999999999986,0,0,3,1,2,9,1
-2295.0,5230.0,4.0,6064.0,-24.0,37.0,0.0,519.9000000000005,0,0,-24,1,3,11,0
2033.0,3056.0,3.0,3946.0,-15.0,14.0,0.0,352.50000000000045,0,0,-4,2,-1,5,0
333.0,-1907.0,2.0,-852.0,-41.0,23.0,0.0,-81.5,0,0,-1,-2,-2,-4,0
688.0,-4746.0,-3.0,-5241.0,3.0,-17.0,0.0,138.29999999999973,0,0,160,-4,-3,-11,0
-1617.0,-1011.0,-2.0,-2290.0,43.0,-51.0,0.0,139.90000000000032,0,0,-239,-1,0,-1,1
-1693.0,-4049.0,0.0,-1328.0,-96.0,12.0,0.0,-378.70000000000005,0,0,-5,3,-3,-4,1
1557.0,-3808.0,-5.0,-5171.0,-11.0,-28.0,0.0,176.69999999999982,0,0,2,1,0,-12,1
912.0,3282.0,1.0,1339.0,27.0,34.0,0.0,-165.5,0,0,-97,-1,1,0,1
317.0,2031.0,1.0,1743.0,4.0,-16.0,0.0,-602.6999999999998,0,0,10,2,-1,5,0
2337.0,5793.0,5.0,6506.0,-11.0,9.0,0.0,457.89999999999986,0,0,-2,1,0,8,0
1203.0,1689.0,1.0,2706.0,-4.0,3.0,0.0,40.600000000000364,0,0,-16,1,0,4,0
2744.0,6359.0,3.0,5175.0,41.0,5.0,0.0,-363.10000000000036,0,0,-4,0,2,10,0
-1647.0,-6213.0,-7.0,-9081.0,-46.0,-62.0,0.0,-226.4000000000001,0,0,-3,-3,-3,-8,1
220.0,-1810.0,1.0,-493.0,-36.0,11.0,0.0,102.79999999999995,0,0,6,-3,-3,-6,1
-1613.0,5726.0,2.0,3716.0,81.0,11.0,0.0,248.29999999999995,0,0,7,3,4,7,0
2475.0,10360.0,8.0,9185.0,75.0,68.0,0.0,155.9000000000001,0,0,-10,2,2,13,0
-642.0,-4076.0,-2.0,-1965.0,-37.0,-17.0,0.0,61.59999999999991,0,0,-8,0,0,-2,1
-139.0,2917.0,1.0,1050.0,67.0,-16.0,0.0,-304.9000000000001,0,0,-7,1,3,5,0
-3186.0,-5637.0,-7.0,-7255.0,9.0,-44.0,0.0,559.9000000000001,0,0,-6,-2,0,-16,1
3442.0,-2468.0,1.0,86.0,-38.0,-43.0,0.0,-6.0,0,0,-9,-2,-3,-2,1
976.0,-9275.0,-5.0,-6689.0,-5.0,-64.0,0.0,472.0,0,0,-3,-4,-4,-11,1
247.0,-8308.0,-3.0,-3229.0,35.0,-61.0,0.0,163.89999999999964,0,0,-30,-3,-4,-8,1
2041.0,2006.0,3.0,3231.0,30.0,19.0,0.0,523.5999999999997,0,0,9,-2,-1,-3,0
-4863.0,1247.0,1.0,1117.0,20.0,-3.0,0.0,-24.499999999999545,0,0,-7,1,2,5,0
-1433.0,-5480.0,-3.0,-3944.0,-79.0,-20.0,0.0,560.1999999999996,0,0,-11,-3,-1,-6,1
505.0,8805.0,4.0,4740.0,121.0,23.0,0.0,-337.1999999999996,0,0,2,4,1,14,0
-568.0,-3183.0,-1.0,-1495.0,-29.0,-26.0,0.0,613.0999999999999,0,0,52,1,-5,-5,0
-2410.0,-3615.0,-5.0,-5002.0,54.0,-14.0,0.0,68.30000000000018,0,0,8,0,-2,-11,1
2101.0,5623.0,4.0,6093.0,64.0,-2.0,0.0,-6.199999999999363,0,0,2,0,-1,5,0
-3697.0,-11912.0,-7.0,-9006.0,-74.0,-74.0,0.0,471.3000000000002,0,0,-5,-4,-3,-13,1
1668.0,-7102.0,-5.0,-7499.0,-74.0,-52.0,0.0,33.600000000000136,0,0,0,-2,-5,-10,1
955.0,640.0,-4.0,-3488.0,-24.0,-39.0,0.0,-37.30000000000018,0,0,-184,-4,-1,3,1
-2178.0,262.0,1.0,723.0,-12.0,73.0,0.0,376.29999999999995,0,0,-286,1,-4,5,1
166.0,-1315.0,1.0,-484.0,-40.0,-4.0,0.0,233.2999999999995,0,0,-13,2,-4,4,0
1977.0,1091.0,3.0,3776.0,45.0,-1.0,0.0,656.9000000000001,0,0,9,0,0,-2,0
-267.0,-3609.0,-5.0,-5609.0,-56.0,-24.0,0.0,-465.5999999999999,0,0,-10,-2,0,-9,1
-2654.0,-4767.0,-3.0,-5352.0,-15.0,-13.0,0.0,138.0999999999999,0,0,-9,-3,-2,-10,1
1255.0,960.0,0.0,374.0,5.0,-14.0,0.0,100.90000000000009,0,0,-15,-2,-1,5,1
-2425.0,-6205.0,-7.0,-9905.0,-100.0,-5.0,0.0,-505.8000000000002,0,0,0,-2,0,-11,1
-5544.0,-11020.0,-5.0,-6988.0,-86.0,-55.0,0.0,586.6999999999996,0,0,-7,-4,-4,-9,1
118.0,458.0,2.0,2227.0,-74.0,31.0,0.0,-6.299999999999727,0,0,2,4,-4,2,0
4697.0,9148.0,4.0,7249.0,96.0,12.0,0.0,-415.5999999999999,0,0,-8,0,2,12,0
2410.0,-8805.0,-3.0,-5013.0,-6.0,-35.0,0.0,305.00000000000045,0,0,-7,-4,-5,-9,1
745.0,-3515.0,-4.0,-5730.0,7.0,-91.0,0.0,-19.0,0,0,-2,-4,1,-6,1
-1363.0,-1638.0,-1.0,-1631.0,-33.0,-45.0,0.0,-358.5999999999999,0,0,0,-1,-3,2,0
-30.0,-2842.0,-3.0,-3957.0,5.0,12.0,0.0,203.49999999999955,0,0,-59,-1,-2,-8,1
-419.0,-204.0,-2.0,-3232.0,34.0,13.0,0.0,208.3000000000004,0,0,7,1,1,-6,1
-1003.0,-8043.0,-5.0,-8080.0,-57.0,-67.0,0.0,343.10000000000036,0,0,-135,-2,-5,-5,1
1900.0,484.0,0.0,1131.0,-39.0,10.0,0.0,28.799999999999955,0,0,2,0,-1,0,1
68.0,-4131.0,-3.0,-3320.0,-18.0,-34.0,0.0,-352.90000000000055,0,0,-205,-3,-4,-2,1
-1439.0,-7144.0,-3.0,-4876.0,-15.0,-24.0,0.0,-148.49999999999955,0,0,-11,-3,-4,-12,1
782.0,2782.0,0.0,1011.0,73.0,-27.0,0.0,-201.29999999999995,0,0,-84,1,1,5,0
-1927.0,-7022.0,-5.0,-7526.0,-20.0,-5.0,0.0,229.5,0,0,-91,-1,-4,-11,1
2329.0,9851.0,5.0,7526.0,45.0,61.0,0.0,4.099999999999909,0,0,170,0,0,9,0
2754.0,670.0,0.0,-923.0,33.0,-33.0,0.0,-304.20000000000005,0,0,-8,2,2,-3,1
103.0,-3433.0,-2.0,-2368.0,-12.0,-51.0,0.0,-254.19999999999982,0,0,-4,-1,-7,0,1
-1466.0,4674.0,2.0,1920.0,-15.0,25.0,0.0,627.7000000000003,0,0,-21,0,4,8,0
6002.0,5055.0,6.0,5676.0,53.0,-27.0,0.0,17.40000000000009,0,0,197,2,-3,6,1
-2870.0,-180.0,-2.0,-1909.0,-10.0,22.0,0.0,-306.9000000000001,0,0,17,4,-2,-3,1
-591.0,104.0,-1.0,526.0,34.0,32.0,0.0,487.89999999999986,0,0,60,2,-1,-4,0
3064.0,3630.0,3.0,3456.0,107.0,-14.0,0.0,-384.6999999999998,0,0,-27,4,2,7,1
-943.0,-2171.0,-1.0,-808.0,-45.0,-13.0,0.0,-10.599999999999909,0,0,-3,-1,0,1,0
1428.0,2873.0,0.0,1145.0,1.0,-39.0,0.0,-32.999999999999545,0,0,-3,-4,1,9,0
1216.0,3690.0,1.0,2405.0,-23.0,65.0,0.0,518.3999999999996,0,0,-145,0,1,7,0
-481.0,-5899.0,-2.0,-2258.0,-34.0,4.0,0.0,387.99999999999955,0,0,-65,-2,-2,-11,1
-630.0,2875.0,2.0,1074.0,41.0,-78.0,0.0,-356.9000000000001,0,0,8,3,3,8,0
-122.0,-476.0,-3.0,-2370.0,18.0,-1.0,0.0,42.20000000000027,0,0,4,0,-1,-4,0
-1602.0,-5437.0,-3.0,-4967.0,-77.0,-24.0,0.0,139.89999999999986,0,0,-4,-4,0,-7,1
101.0,4681.0,2.0,3353.0,71.0,3.0,0.0,198.70000000000005,0,0,-105,-1,2,5,0
-1000.0,10760.0,7.0,10122.0,62.0,69.0,0.0,-686.3,0,0,-11,4,3,16,0
368.0,-8275.0,-2.0,-2255.0,-1.0,-56.0,0.0,123.99999999999977,0,0,-2,-4,-3,-6,1
-1691.0,-6154.0,-5.0,-5533.0,-40.0,-82.0,0.0,116.50000000000045,0,0,-8,-5,-2,-10,0
-2290.0,-3930.0,-3.0,-3921.0,13.0,-15.0,0.0,-303.89999999999964,0,0,-139,-2,-2,-8,1
1265.0,-3810.0,-4.0,-4760.0,-3.0,32.0,0.0,-93.30000000000018,0,0,-7,0,-2,-5,1
-2310.0,-844.0,0.0,279.0,-11.0,-8.0,0.0,-435.1999999999998,0,0,7,-2,-1,3,1
-2617.0,-11153.0,-6.0,-5995.0,-9.0,-44.0,0.0,-196.60000000000036,0,0,13,-3,-3,-17,1
-630.0,-4644.0,-4.0,-7124.0,-9.0,-32.0,0.0,-287.89999999999986,0,0,-5,-5,-5,-6,1
1681.0,1041.0,4.0,4382.0,16.0,36.0,0.0,20.700000000000045,0,0,-1,-1,0,-3,0
196.0,1896.0,-1.0,-2480.0,33.0,-38.0,0.0,-416.3000000000002,0,0,148,2,5,0,0
-17.0,508.0,-3.0,-4479.0,2.0,-28.0,0.0,-405.5,0,0,-9,0,2,0,0
3302.0,2007.0,1.0,1344.0,59.0,-5.0,0.0,274.7999999999997,0,0,-5,3,0,2,1
1753.0,2595.0,3.0,4114.0,20.0,10.0,0.0,95.99999999999955,0,0,2,0,1,5,0
82.0,2491.0,-3.0,-2011.0,9.0,-22.0,0.0,-368.29999999999995,0,0,-9,1,-1,-2,1
-1712.0,-4352.0,-3.0,-3918.0,-63.0,-41.0,0.0,-300.80000000000064,0,0,-3,-1,-3,1,1
-3512.0,-5501.0,-4.0,-6762.0,-29.0,-27.0,0.0,266.10000000000014,0,0,191,0,-2,-7,1
5210.0,3630.0,3.0,3549.0,22.0,-40.0,0.0,108.60000000000036,0,0,1,1,2,11,0
-930.0,-7033.0,-4.0,-5403.0,-94.0,-19.0,0.0,547.3999999999996,0,0,-22,-2,-2,-7,1
-2073.0,-3588.0,-4.0,-5112.0,30.0,-37.0,0.0,-42.09999999999968,0,0,-6,-1,-2,-2,1
-1285.0,3894.0,0.0,990.0,73.0,1.0,0.0,-187.39999999999964,0,0,-81,4,1,6,0
3091.0,856.0,-2.0,-2284.0,-32.0,-19.0,0.0,-101.10000000000036,0,0,1,2,-1,-4,0
2580.0,-849.0,-2.0,-758.0,-43.0,26.0,0.0,135.5999999999999,0,0,-12,0,-1,-3,0
3555.0,2435.0,2.0,2826.0,-86.0,23.0,0.0,-185.80000000000018,0,0,-3,-2,-1,3,0
1940.0,-4828.0,-6.0,-5526.0,-54.0,-34.0,0.0,626.5999999999997,0,0,-1,-3,-3,-12,1
1507.0,-2823.0,0.0,454.0,-36.0,-29.0,0.0,228.60000000000036,0,0,-2,1,-3,-4,0
670.0,-7125.0,-6.0,-7541.0,-36.0,16.0,0.0,412.0,0,0,20,-2,-2,-13,1
3308.0,-27.0,-1.0,-402.0,19.0,-2.0,0.0,-361.70000000000005,0,0,-48,2,1,0,0
520.0,-5891.0,-4.0,-4147.0,-69.0,8.0,0.0,604.3,0,0,10,0,-2,-13,1
1488.0,-1050.0,-1.0,-1520.0,-2.0,-38.0,0.0,467.2999999999997,0,0,49,1,1,-1,1
-1483.0,2504.0,1.0,1554.0,-11.0,39.0,0.0,-186.90000000000055,0,0,12,-4,-2,0,0
2585.0,5210.0,3.0,3711.0,-92.0,11.0,0.0,181.00000000000045,0,0,-12,3,3,7,0
-638.0,3316.0,3.0,4389.0,12.0,31.0,0.0,-329.7000000000003,0,0,-4,3,0,6,0
1357.0,977.0,0.0,2840.0,-44.0,22.0,0.0,-179.59999999999945,0,0,1,-2,-3,5,0
-216.0,2563.0,-3.0,-1282.0,42.0,-6.0,0.0,-122.90000000000009,0,0,4,0,2,-1,0
-1116.0,5093.0,2.0,2775.0,7.0,22.0,0.0,-101.60000000000036,0,0,0,-1,1,6,0
589.0,3934.0,2.0,1983.0,-16.0,12.0,0.0,52.500000000000455,0,0,2,-1,1,7,0
1340.0,145.0,-1.0,-886.0,20.0,17.0,0.0,31.299999999999727,0,0,-3,4,1,2,1
-842.0,-4711.0,-3.0,-1982.0,33.0,22.0,0.0,901.7000000000003,0,0,-1,-2,-3,-13,1
1190.0,5585.0,2.0,4148.0,24.0,44.0,0.0,185.69999999999936,0,0,-1,3,2,0,0
7420.0,11835.0,7.0,8630.0,95.0,47.0,0.0,-158.0,0,0,1,0,5,10,0
799.0,-6479.0,-3.0,-4140.0,-24.0,-44.0,0.0,-50.80000000000018,0,0,6,-3,-5,-4,1
-2738.0,-3964.0,-4.0,-4346.0,40.0,-19.0,0.0,36.5,0,0,-4,-2,-5,-6,1
-1358.0,-2439.0,-2.0,618.0,-33.0,-39.0,0.0,255.70000000000027,0,0,-33,-4,-3,1,1
-1400.0,-5760.0,-3.0,-5876.0,-26.0,-43.0,0.0,-631.1000000000004,0,0,-34,-3,-3,-8,1
1442.0,4987.0,5.0,3461.0,-12.0,24.0,0.0,-200.49999999999955,0,0,10,3,3,8,0
-789.0,5785.0,5.0,4850.0,42.0,42.0,0.0,486.5999999999999,0,0,9,2,-2,8,0
-2652.0,4147.0,2.0,4034.0,-4.0,39.0,0.0,364.20000000000005,0,0,-8,2,4,9,0
442.0,11136.0,6.0,6967.0,25.0,80.0,0.0,-536.2000000000003,0,0,-1,4,1,8,0
1004.0,4354.0,7.0,7968.0,-49.0,2.0,0.0,-429.1999999999998,0,0,84,1,1,9,0
-1478.0,-10153.0,-7.0,-8018.0,-30.0,-27.0,0.0,506.39999999999964,0,0,-69,-3,-6,-15,1
-935.0,-477.0,-2.0,-2854.0,8.0,-7.0,0.0,271.5,0,0,-3,1,-2,1,1
-2908.0,-11822.0,-10.0,-11127.0,-118.0,-92.0,0.0,360.09999999999945,0,0,-33,-4,-5,-14,1
2328.0,4828.0,3.0,5609.0,-17.0,43.0,0.0,80.30000000000064,0,0,-1,2,1,10,0
4471.0,5831.0,5.0,5883.0,62.0,24.0,0.0,430.20000000000005,0,0,10,0,0,2,0
-1004.0,-444.0,0.0,-696.0,-22.0,13.0,0.0,-429.30000000000064,0,0,333,3,0,2,0
-6009.0,-8497.0,-8.0,-9536.0,-70.0,-10.0,0.0,572.1999999999998,0,0,0,1,-2,-13,1
-415.0,-1645.0,-2.0,-1327.0,-20.0,-9.0,0.0,-348.0999999999999,0,0,1,-2,-1,-2,1
-1689.0,-10598.0,-4.0,-4106.0,-91.0,19.0,0.0,-89.0,0,0,6,0,-3,-9,1
644.0,104.0,2.0,2909.0,-3.0,2.0,0.0,-272.5000000000002,0,0,-60,0,-3,-1,1
1142.0,-5093.0,-5.0,-4816.0,15.0,-32.0,0.0,178.6999999999996,0,0,-40,-4,-4,-11,1
2903.0,3773.0,2.0,1963.0,30.0,10.0,0.0,-174.5999999999999,0,0,9,4,2,-2,0
997.0,7174.0,0.0,1596.0,-50.0,43.0,0.0,-23.90000000000009,0,0,11,4,3,5,1
886.0,3061.0,-1.0,-1007.0,50.0,4.0,0.0,-314.10000000000036,0,0,20,2,0,-1,0
2409.0,3505.0,0.0,1461.0,-28.0,10.0,0.0,-296.7000000000003,0,0,-7,3,2,8,0
804.0,634.0,3.0,3388.0,65.0,7.0,0.0,-340.4999999999998,0,0,-2,-2,-1,3,0
2008.0,2312.0,2.0,1350.0,25.0,-3.0,0.0,478.29999999999995,0,0,173,-2,1,3,0
-1268.0,-3983.0,-4.0,-5125.0,-69.0,0.0,0.0,418.60000000000014,0,0,-73,-2,-2,-3,1
1909.0,1960.0,2.0,2223.0,6.0,11.0,0.0,-65.20000000000027,0,0,41,3,1,8,0
240.0,-835.0,1.0,-648.0,-11.0,-11.0,0.0,241.59999999999968,0,0,-4,0,-1,3,1
643.0,-7546.0,-4.0,-6362.0,-16.0,-29.0,0.0,-9.899999999999864,0,0,15,-3,-5,-9,1
1207.0,1717.0,-1.0,-1037.0,24.0,14.0,0.0,-313.3000000000002,0,0,6,1,-2,-2,0
-2989.0,-3839.0,-6.0,-6002.0,-31.0,-42.0,0.0,-268.1999999999998,0,0,11,0,-4,-2,1
-365.0,-4504.0,-5.0,-5907.0,20.0,-47.0,0.0,44.899999999999636,0,0,1,-1,0,-6,1
-1654.0,-2094.0,-2.0,-2166.0,-19.0,24.0,0.0,-104.09999999999991,0,0,8,-3,0,-6,1
2840.0,-4470.0,3.0,590.0,-94.0,4.0,0.0,70.19999999999982,0,0,6,-1,-3,-3,1
2084.0,-452.0,-2.0,-418.0,39.0,21.0,0.0,224.39999999999986,0,0,8,-1,1,-4,1
6335.0,3175.0,1.0,693.0,16.0,-9.0,0.0,-351.7999999999997,0,0,-3,-2,0,-1,1
1032.0,-3827.0,-1.0,-2476.0,-80.0,-60.0,0.0,61.90000000000009,0,0,107,-1,-3,-1,1
-1488.0,3235.0,4.0,4912.0,46.0,6.0,0.0,-205.0,0,0,-74,-3,-2,3,0
761.0,1925.0,3.0,1478.0,-1.0,20.0,0.0,215.4000000000001,0,0,-14,2,2,2,1
-4917.0,-4177.0,-5.0,-5490.0,-59.0,-36.0,0.0,-295.5,0,0,5,-1,-3,0,1
4273.0,6724.0,4.0,6183.0,-14.0,-42.0,0.0,-751.2999999999997,0,0,-3,2,-4,19,0
2127.0,567.0,2.0,416.0,-23.0,-6.0,0.0,-240.70000000000005,0,0,-74,-1,0,-1,0
-240.0,-9074.0,-5.0,-6276.0,-111.0,-88.0,0.0,-194.39999999999964,0,0,17,-1,-3,-9,1
693.0,1598.0,-1.0,37.0,16.0,2.0,0.0,-56.19999999999936,0,0,9,-1,-1,1,0
-2495.0,-6958.0,-4.0,-4867.0,-4.0,-4.0,0.0,744.4000000000005,0,0,-12,-2,-3,-7,1
1605.0,2545.0,3.0,3099.0,44.0,6.0,0.0,-446.5999999999999,0,0,6,0,-3,8,0
1077.0,-4993.0,-4.0,-5311.0,-76.0,-56.0,0.0,400.5999999999999,0,0,2,-4,-4,-14,1
-622.0,-5896.0,-4.0,-6166.0,-22.0,-13.0,0.0,215.9000000000001,0,0,2,-1,-1,-11,1
3246.0,6656.0,4.0,4797.0,36.0,55.0,0.0,139.70000000000027,0,0,-7,4,2,4,0
1843.0,3440.0,0.0,-123.0,18.0,7.0,0.0,80.79999999999973,0,0,-88,0,0,1,0
4330.0,5810.0,3.0,4797.0,-17.0,-14.0,0.0,-173.90000000000032,0,0,10,0,1,2,0
-1877.0,-852.0,0.0,-501.0,17.0,-1.0,0.0,147.5999999999999,0,0,-66,-4,0,-1,1
-473.0,1396.0,3.0,3521.0,-48.0,-19.0,0.0,256.70000000000005,0,0,26,-2,1,9,0
-3937.0,-2501.0,-1.0,-2103.0,-39.0,21.0,0.0,89.19999999999982,0,0,3,5,-1,1,0
280.0,-56.0,1.0,4.0,-25.0,-6.0,0.0,-747.6000000000004,0,0,-5,-3,-4,2,0
307.0,-6488.0,-4.0,-4909.0,-63.0,-53.0,0.0,-884.1000000000001,0,0,11,-3,-4,-4,1
1985.0,152.0,3.0,4330.0,41.0,-15.0,0.0,744.6999999999998,0,0,18,-4,-2,1,1
555.0,-5850.0,-5.0,-4294.0,-73.0,-53.0,0.0,178.00000000000023,0,0,3,0,-2,-8,1
952.0,3177.0,1.0,-899.0,43.0,28.0,0.0,94.40000000000009,0,0,-6,-2,0,-1,1
-2319.0,-3143.0,-2.0,-3011.0,-95.0,-62.0,0.0,-197.60000000000036,0,0,8,-3,1,-1,1
-2264.0,-3359.0,-3.0,-3552.0,-33.0,-8.0,0.0,-369.5,0,0,-16,-2,-1,-1,1
1152.0,-603.0,1.0,2157.0,-24.0,-17.0,0.0,-248.70000000000027,0,0,0,-1,-2,6,1
-4784.0,-4929.0,-5.0,-5138.0,6.0,-58.0,0.0,156.10000000000036,0,0,-4,-2,-3,-6,1
-707.0,-4341.0,-2.0,-3276.0,12.0,-23.0,0.0,-125.59999999999945,0,0,-175,2,-2,-1,1
-1337.0,1022.0,2.0,833.0,22.0,-1.0,0.0,-541.4000000000001,0,0,4,-3,0,0,0
-2748.0,-2399.0,-4.0,-5566.0,-15.0,-25.0,0.0,-508.0,0,0,6,2,2,3,1
1994.0,-1666.0,0.0,-1777.0,41.0,13.0,0.0,454.7999999999993,0,0,-2,1,-3,-3,1
-1137.0,1893.0,3.0,3092.0,55.0,-30.0,0.0,-395.9000000000001,0,0,10,-3,-3,5,0
1984.0,3501.0,4.0,2234.0,20.0,-7.0,0.0,-238.5999999999999,0,0,20,2,-2,4,0
2368.0,-1627.0,2.0,2680.0,-61.0,-5.0,0.0,-456.2999999999997,0,0,8,-4,-4,-2,0
1868.0,2478.0,2.0,4634.0,16.0,32.0,0.0,-220.09999999999968,0,0,151,-1,0,7,0
1871.0,5901.0,4.0,3580.0,4.0,35.0,0.0,-17.800000000000182,0,0,-3,0,0,1,0
214.0,9867.0,6.0,7309.0,103.0,40.0,0.0,-350.0999999999997,0,0,-51,3,1,13,0
2659.0,11181.0,10.0,11157.0,74.0,72.0,0.0,155.09999999999968,0,0,-90,3,2,11,0
-660.0,810.0,0.0,1065.0,-3.0,17.0,0.0,59.100000000000136,0,0,-160,0,-2,3,0
-1024.0,-104.0,-1.0,-2488.0,38.0,18.0,0.0,-298.4000000000001,0,0,9,0,0,-8,1
10.0,-7778.0,-2.0,-4289.0,-54.0,-61.0,0.0,415.0,0,0,245,-3,-6,-12,1
-1414.0,-2168.0,-1.0,-2082.0,-41.0,-16.0,0.0,405.89999999999986,0,0,21,2,0,-4,1
-1471.0,5752.0,4.0,4774.0,7.0,21.0,0.0,-836.5000000000002,0,0,-4,1,1,13,0
264.0,-9145.0,-4.0,-5816.0,48.0,-30.0,0.0,265.6999999999998,0,0,-13,-1,-3,-17,1
2948.0,4768.0,2.0,1351.0,-34.0,-48.0,0.0,482.99999999999955,0,0,10,3,3,4,1
-60.0,-5750.0,-3.0,-4341.0,-40.0,-34.0,0.0,695.1999999999994,0,0,-124,-5,-2,-7,1
7570.0,4415.0,5.0,4334.0,-20.0,12.0,0.0,-24.599999999999454,0,0,153,1,3,-3,0
-194.0,-2504.0,1.0,-923.0,-13.0,-32.0,0.0,-267.0,0,0,-3,-3,-1,-7,1
-993.0,-4183.0,-1.0,-1892.0,-81.0,-16.0,0.0,-2.5,0,0,-5,-1,-2,-5,1
-1460.0,3396.0,4.0,3113.0,-26.0,52.0,0.0,206.5999999999999,0,0,0,4,-2,10,0
-2196.0,-5702.0,-3.0,-4259.0,-36.0,24.0,0.0,251.80000000000018,0,0,0,1,-1,-6,1
-4481.0,-2916.0,-2.0,-1699.0,-54.0,-32.0,0.0,54.40000000000009,0,0,-11,-1,0,-2,1
2999.0,3278.0,1.0,1223.0,120.0,2.0,0.0,145.70000000000027,0,0,-126,2,0,-1,0
1822.0,5465.0,6.0,7175.0,-10.0,30.0,0.0,88.29999999999973,0,0,-166,2,-2,11,0
-203.0,-2210.0,1.0,1014.0,46.0,-10.0,0.0,690.5999999999999,0,0,-9,-2,-3,-3,1
412.0,8909.0,4.0,7425.0,-8.0,-1.0,0.0,-368.60000000000014,0,0,-114,4,5,19,0
-16.0,4634.0,2.0,3162.0,-2.0,-13.0,0.0,-408.39999999999964,0,0,-9,2,1,12,0
-489.0,213.0,-4.0,-2071.0,22.0,-28.0,0.0,-162.0999999999999,0,0,-70,-3,0,2,1
610.0,7154.0,1.0,2729.0,76.0,-12.0,0.0,-18.90000000000009,0,0,3,-1,6,7,0
196.0,-8444.0,-1.0,-3921.0,-72.0,-6.0,0.0,405.10000000000036,0,0,2,-1,-3,-17,1
2555.0,3435.0,1.0,627.0,23.0,5.0,0.0,-440.0,0,0,-103,1,0,7,0
-815.0,-526.0,-1.0,-237.0,-47.0,-12.0,0.0,-322.2999999999993,0,0,-12,1,-3,-3,0
-1871.0,7414.0,7.0,5249.0,56.0,-28.0,0.0,-192.79999999999973,0,0,-14,1,3,8,0
2864.0,-2550.0,-2.0,-722.0,-15.0,-48.0,0.0,50.30000000000018,0,0,11,-2,-4,-6,1
2551.0,-3994.0,-3.0,-2475.0,37.0,-6.0,0.0,140.09999999999968,0,0,-6,-2,-3,-7,1
-237.0,6303.0,6.0,6540.0,-58.0,41.0,0.0,-91.19999999999936,0,0,8,1,2,7,1
-1356.0,-948.0,1.0,-1178.0,-29.0,48.0,0.0,202.39999999999964,0,0,32,1,-1,-3,1
1067.0,551.0,-1.0,-387.0,32.0,31.0,0.0,17.500000000000455,0,0,-3,0,-2,1,1
79.0,5452.0,3.0,4877.0,-30.0,35.0,0.0,-705.9999999999998,0,0,-133,2,3,8,0
1242.0,3372.0,1.0,3575.0,-21.0,8.0,0.0,252.50000000000023,0,0,49,0,1,4,0
-1599.0,-3609.0,-3.0,-5207.0,-73.0,4.0,0.0,19.90000000000009,0,0,0,-2,-1,-5,1
2349.0,219.0,1.0,219.0,12.0,-14.0,0.0,172.20000000000027,0,0,-184,0,-1,-3,0
-2467.0,-1222.0,0.0,-533.0,4.0,-1.0,0.0,-167.39999999999986,0,0,5,-3,-1,1,0
-1541.0,-8601.0,-6.0,-7969.0,-60.0,-21.0,0.0,-292.1999999999998,0,0,105,-3,-3,-13,1
-2193.0,5264.0,1.0,2325.0,-13.0,80.0,0.0,68.60000000000014,0,0,-31,4,4,9,0
15.0,2075.0,2.0,2010.0,85.0,12.0,0.0,144.0000000000009,0,0,-7,0,1,-3,0
-677.0,4843.0,4.0,5325.0,-7.0,11.0,0.0,343.39999999999964,0,0,6,1,0,4,0
-909.0,-2320.0,-5.0,-5905.0,-14.0,1.0,0.0,-531.1000000000004,0,0,-160,1,0,-6,1
-749.0,-2842.0,-1.0,-2649.0,25.0,-21.0,0.0,-409.9000000000001,0,0,-96,-2,-4,0,1
-1104.0,3521.0,2.0,3952.0,20.0,36.0,0.0,-211.5999999999999,0,0,4,3,-3,0,0
527.0,-5982.0,-4.0,-4742.0,-1.0,-37.0,0.0,119.40000000000009,0,0,19,-2,-4,-9,1
-815.0,-1759.0,1.0,312.0,-16.0,-10.0,0.0,27.499999999999545,0,0,11,-2,-1,-1,1
-1356.0,4861.0,2.0,4453.0,18.0,36.0,0.0,387.1999999999996,0,0,-142,2,3,11,0
2324.0,7063.0,4.0,6715.0,86.0,43.0,0.0,-65.69999999999982,0,0,-87,0,-1,4,0
-2354.0,-5091.0,-1.0,-3334.0,9.0,-34.0,0.0,333.1999999999998,0,0,8,-4,-3,-5,1
-2253.0,-3422.0,-4.0,-5024.0,-44.0,-23.0,0.0,147.5,0,0,-39,1,-1,-1,1
1279.0,2603.0,2.0,2974.0,1.0,36.0,0.0,41.59999999999991,0,0,6,1,3,3,1
324.0,2693.0,4.0,3586.0,-24.0,-10.0,0.0,137.39999999999964,0,0,-6,0,-1,5,1
5761.0,10911.0,6.0,8142.0,18.0,23.0,0.0,281.50000000000045,0,0,17,3,4,14,0
-191.0,7749.0,7.0,7576.0,15.0,41.0,0.0,-270.7000000000003,0,0,-2,3,1,13,0
-4279.0,-10814.0,-7.0,-7893.0,-74.0,-65.0,0.0,251.0,0,0,-47,-2,-3,-15,1
761.0,8306.0,2.0,2702.0,45.0,16.0,0.0,-230.69999999999982,0,0,1,3,4,10,0
-1032.0,-3849.0,-1.0,1234.0,-1.0,-18.0,0.0,142.30000000000064,0,0,8,-1,-5,-3,1
