current_gold,total_gold,level,xp,cs,jg,champion_mastery,damage_taken_per_min,champion_mastery_median,champion_mastery_min,ward_placed,elite_monster_killed,building_killed,champion_killed,winner
5849.0,2092.0,3.0,5159.0,9.0,25.0,0.0,157.59999999999945,0,0,5,2,-2,3,1
-388.0,537.0,4.0,5018.0,72.0,28.0,0.0,-39.999999999999545,0,0,-2,3,-4,7,0
323.0,-1697.0,-2.0,-1330.0,15.0,-27.0,0.0,-400.5,0,0,-39,-3,-3,-3,0
3419.0,-6716.0,-4.0,-4626.0,-42.0,-30.0,0.0,30.200000000000045,0,0,-3,-2,-5,-7,1
3648.0,9054.0,5.0,7253.0,21.0,36.0,0.0,348.5,0,0,9,2,2,10,0
280.0,2770.0,1.0,1977.0,1.0,4.0,0.0,435.20000000000005,0,0,-2,0,1,0,0
915.0,-9500.0,-4.0,-8096.0,-50.0,-96.0,0.0,-13.0,0,0,-6,-5,-5,-11,1
-2642.0,686.0,2.0,2211.0,-45.0,49.0,0.0,-358.0000000000002,0,0,76,3,-2,7,0
-919.0,1131.0,3.0,3308.0,13.0,-21.0,0.0,-0.1999999999998181,0,0,16,-1,-2,6,0
-803.0,8800.0,5.0,5923.0,40.0,37.0,0.0,363.2000000000003,0,0,19,2,5,8,0
1666.0,4216.0,4.0,3630.0,58.0,11.0,0.0,114.2000000000005,0,0,-7,-2,2,-1,0
-1803.0,-4062.0,0.0,-1725.0,-10.0,-53.0,0.0,-101.80000000000018,0,0,7,-3,-2,0,1
169.0,2209.0,3.0,3503.0,2.0,-2.0,0.0,-421.2000000000003,0,0,11,4,-3,4,0
-3549.0,-2438.0,-1.0,-1772.0,-47.0,-32.0,0.0,97.59999999999991,0,0,-26,0,-2,6,1
270.0,-1195.0,-1.0,-1088.0,-18.0,-3.0,0.0,120.10000000000036,0,0,6,-1,-2,1,1
-1938.0,-2356.0,-3.0,-2507.0,-62.0,16.0,0.0,147.80000000000064,0,0,2,-1,-1,-2,0
1036.0,7537.0,7.0,8110.0,-44.0,-3.0,0.0,-6.400000000000091,0,0,59,0,3,15,0
37.0,-4863.0,-1.0,-2844.0,19.0,-26.0,0.0,471.10000000000036,0,0,124,-2,0,-11,1
3050.0,10749.0,5.0,8381.0,36.0,37.0,0.0,-297.0,0,0,-196,0,4,15,0
361.0,-3438.0,-3.0,-3069.0,-18.0,-10.0,0.0,-223.5,0,0,-9,0,-4,-4,1
850.0,4052.0,3.0,2695.0,17.0,8.0,0.0,157.9000000000001,0,0,-46,3,3,3,0
181.0,6231.0,3.0,4799.0,45.0,50.0,0.0,2.900000000000091,0,0,18,3,4,5,0
1191.0,1218.0,4.0,4892.0,-13.0,-19.0,0.0,-372.70000000000005,0,0,2,-1,-4,8,1
1589.0,-4991.0,-3.0,-2163.0,-60.0,-63.0,0.0,-220.4000000000001,0,0,2,-3,-4,-6,0
2686.0,1084.0,0.0,-605.0,19.0,-10.0,0.0,-109.20000000000027,0,0,-8,1,2,-4,0
-4087.0,-4938.0,-1.0,-3023.0,36.0,-29.0,0.0,-411.60000000000036,0,0,65,-2,-3,-4,1
1292.0,6993.0,7.0,8222.0,-2.0,48.0,0.0,446.5000000000002,0,0,11,4,3,13,0
3176.0,1606.0,2.0,4657.0,-77.0,17.0,0.0,-60.600000000000136,0,0,18,3,0,5,0
964.0,59.0,-1.0,904.0,81.0,-44.0,0.0,-244.30000000000064,0,0,-8,-1,0,3,0
-2484.0,1183.0,2.0,4049.0,32.0,23.0,0.0,785.0,0,0,-5,0,-1,4,0
-464.0,361.0,-3.0,-2966.0,31.0,-47.0,0.0,-52.59999999999968,0,0,-8,-2,1,-4,1
-294.0,-2169.0,-3.0,-3478.0,45.0,-2.0,0.0,713.8999999999999,0,0,-11,-2,-2,-3,1
-4008.0,-6593.0,-6.0,-6860.0,-56.0,0.0,0.0,117.5,0,0,163,-1,-1,-6,1
5633.0,2024.0,4.0,4651.0,-1.0,-34.0,0.0,298.5,0,0,-11,-1,-3,2,1
1102.0,-1892.0,0.0,-2437.0,-47.0,-51.0,0.0,-17.500000000000455,0,0,153,1,-2,-7,1
2620.0,6720.0,5.0,4576.0,34.0,20.0,0.0,-257.0999999999999,0,0,10,-2,-1,7,1
-76.0,1371.0,0.0,-126.0,6.0,-13.0,0.0,147.4000000000001,0,0,-2,3,-3,9,1
783.0,1223.0,0.0,-216.0,26.0,40.0,0.0,175.29999999999973,0,0,3,1,0,-7,0
-4415.0,-7840.0,-5.0,-6468.0,-58.0,-7.0,0.0,219.0,0,0,-19,-2,-1,-6,1
2997.0,7718.0,1.0,3211.0,23.0,2.0,0.0,-211.39999999999986,0,0,-56,4,3,10,0
2150.0,2028.0,-3.0,-2216.0,-11.0,-65.0,0.0,-316.5,0,0,-144,2,-4,4,0
-399.0,2560.0,0.0,184.0,-43.0,18.0,0.0,-102.89999999999964,0,0,29,1,1,10,1
3499.0,1313.0,2.0,2325.0,8.0,15.0,0.0,-30.599999999999454,0,0,-104,0,-1,-1,1
1137.0,11121.0,7.0,7048.0,27.0,22.0,0.0,-281.0,0,0,14,2,3,19,0
-4177.0,-8707.0,-6.0,-9206.0,-56.0,-70.0,0.0,104.59999999999991,0,0,4,-1,-3,-11,1
779.0,-4153.0,-5.0,-4725.0,53.0,-19.0,0.0,-69.29999999999995,0,0,-9,-4,-4,-4,1
-3595.0,-4540.0,-2.0,-4206.0,72.0,-28.0,0.0,30.099999999999454,0,0,-149,-2,-2,-3,1
144.0,5623.0,1.0,43.0,-21.0,28.0,0.0,-632.0000000000005,0,0,-10,3,6,4,0
1467.0,-1547.0,3.0,2891.0,34.0,-19.0,0.0,-427.49999999999955,0,0,-7,-2,-5,-2,1
1130.0,-7873.0,-7.0,-7934.0,12.0,0.0,0.0,53.0,0,0,13,-1,-2,-14,1
2971.0,1339.0,2.0,1308.0,-42.0,-37.0,0.0,-568.7999999999995,0,0,160,0,1,5,0
-1206.0,1272.0,0.0,-515.0,15.0,-20.0,0.0,300.8000000000002,0,0,19,-2,0,2,1
-1520.0,-6224.0,-4.0,-2114.0,-72.0,-11.0,0.0,-142.4000000000001,0,0,0,-2,-5,-4,1
469.0,-5890.0,-1.0,-3582.0,-102.0,-62.0,0.0,-190.9000000000001,0,0,11,-5,-4,-7,1
3304.0,4408.0,2.0,2512.0,79.0,-20.0,0.0,-728.2000000000003,0,0,2,-1,-1,3,0
1095.0,6750.0,3.0,4255.0,18.0,76.0,0.0,-119.39999999999964,0,0,-129,1,0,11,0
1526.0,6271.0,3.0,3487.0,42.0,41.0,0.0,319.2000000000003,0,0,-95,0,1,5,0
354.0,5733.0,1.0,2418.0,-33.0,93.0,0.0,16.500000000000455,0,0,-12,3,3,7,0
3175.0,10855.0,7.0,9535.0,-7.0,40.0,0.0,322.3000000000002,0,0,-10,1,2,16,0
-936.0,-5096.0,-7.0,-7012.0,11.0,-37.0,0.0,-152.5,0,0,9,-3,0,-11,1
1788.0,118.0,4.0,3268.0,12.0,44.0,0.0,117.19999999999982,0,0,5,0,-1,-1,0
-69.0,-1364.0,-3.0,-2884.0,-15.0,-44.0,0.0,-182.4000000000001,0,0,2,-3,-3,3,1
-2482.0,-4605.0,-1.0,-2881.0,-102.0,19.0,0.0,508.5000000000002,0,0,-15,-1,-3,0,0
522.0,4090.0,6.0,7837.0,-2.0,43.0,0.0,552.1999999999998,0,0,-7,-1,-1,9,0
-830.0,5040.0,0.0,264.0,0.0,-6.0,0.0,-128.69999999999982,0,0,21,3,-2,3,0
1844.0,12086.0,6.0,8159.0,74.0,69.0,0.0,-117.69999999999982,0,0,4,2,4,10,0
-1564.0,5116.0,5.0,5614.0,30.0,65.0,0.0,36.5,0,0,8,2,-1,13,0
2504.0,-2664.0,-3.0,-3690.0,-42.0,-47.0,0.0,-111.40000000000009,0,0,-16,-2,-2,-4,1
-1636.0,-6290.0,-3.0,-2763.0,-1.0,14.0,0.0,395.7000000000003,0,0,-16,-1,-3,-5,0
-2552.0,-5422.0,-3.0,-4311.0,41.0,-19.0,0.0,-127.89999999999964,0,0,22,-2,-3,-12,1
-3810.0,-1970.0,-5.0,-5019.0,26.0,-52.0,0.0,-39.700000000000045,0,0,-62,-1,0,-3,0
1996.0,-379.0,-1.0,1025.0,-58.0,-24.0,0.0,-38.899999999999636,0,0,3,-4,0,5,0
804.0,5854.0,5.0,5475.0,11.0,21.0,0.0,-393.5999999999999,0,0,18,4,0,4,0
505.0,2970.0,0.0,1367.0,56.0,-4.0,0.0,-469.6999999999996,0,0,62,-2,-3,0,1
-2429.0,-1435.0,-2.0,-1576.0,19.0,16.0,0.0,48.40000000000009,0,0,-2,-3,-1,-1,1
-509.0,-5529.0,-2.0,-3205.0,23.0,12.0,0.0,69.69999999999982,0,0,-7,1,-2,-11,1
175.0,-2100.0,-1.0,-941.0,-16.0,-51.0,0.0,0.5000000000004547,0,0,-4,2,-3,1,1
-3635.0,-2972.0,-5.0,-4488.0,27.0,-33.0,0.0,-17.200000000000273,0,0,7,2,0,-6,1
2419.0,1285.0,-1.0,-321.0,-2.0,-29.0,0.0,-524.7999999999997,0,0,-36,0,-1,1,0
474.0,-2563.0,-1.0,-889.0,-53.0,19.0,0.0,26.90000000000009,0,0,154,1,-1,-7,1
1276.0,-2884.0,-3.0,-3724.0,-15.0,-49.0,0.0,314.5,0,0,-1,-2,-2,-4,1
827.0,-1428.0,-3.0,-2416.0,14.0,4.0,0.0,497.0000000000002,0,0,-71,-1,-1,-5,1
1761.0,4146.0,2.0,3425.0,6.0,7.0,0.0,-41.29999999999973,0,0,6,2,0,6,1
-1211.0,-3856.0,-4.0,-2300.0,-62.0,-1.0,0.0,32.0,0,0,-91,-1,-3,-3,1
-3022.0,1999.0,3.0,1805.0,-3.0,61.0,0.0,-495.8000000000002,0,0,147,1,2,9,1
300.0,6386.0,1.0,3406.0,53.0,0.0,0.0,-104.40000000000009,0,0,-1,5,4,11,0
1218.0,1106.0,1.0,1479.0,-1.0,20.0,0.0,104.40000000000009,0,0,-3,-1,0,-1,1
996.0,1736.0,1.0,3125.0,-30.0,43.0,0.0,-154.20000000000005,0,0,-3,-1,0,1,0
3794.0,6962.0,4.0,4397.0,16.0,53.0,0.0,-176.70000000000005,0,0,-113,2,2,9,0
-18.0,-270.0,4.0,3618.0,-81.0,25.0,0.0,-161.79999999999973,0,0,-1,-3,-2,8,0
-68.0,-4899.0,-3.0,-2412.0,-62.0,6.0,0.0,-571.9999999999995,0,0,4,-3,-4,-4,1
1259.0,1279.0,-1.0,-137.0,10.0,-9.0,0.0,-104.30000000000018,0,0,9,-3,0,2,1
3583.0,9456.0,4.0,6880.0,72.0,43.0,0.0,-385.7000000000007,0,0,3,0,1,11,0
307.0,3342.0,-1.0,436.0,-3.0,-4.0,0.0,-311.7999999999997,0,0,-7,4,1,2,0
2010.0,7480.0,5.0,6904.0,-7.0,54.0,0.0,-34.90000000000009,0,0,13,-1,1,7,0
-1585.0,2944.0,2.0,549.0,1.0,4.0,0.0,-526.6999999999998,0,0,-30,4,3,5,1
-3331.0,-6039.0,-3.0,-6335.0,-43.0,-24.0,0.0,355.2000000000003,0,0,89,-2,-3,-13,1
-832.0,962.0,0.0,-644.0,48.0,-7.0,0.0,91.10000000000036,0,0,-2,3,0,2,0
1878.0,-4447.0,-2.0,-1080.0,-22.0,-12.0,0.0,9.0,0,0,-26,2,-1,-13,1
-5460.0,-11241.0,-11.0,-13432.0,-51.0,-7.0,0.0,386.6999999999998,0,0,-40,-3,-6,-20,1
-1312.0,-9047.0,-4.0,-6751.0,-62.0,-3.0,0.0,553.5,0,0,-19,-3,-4,-15,1
1933.0,-2083.0,0.0,767.0,-23.0,10.0,0.0,423.60000000000014,0,0,26,-4,-5,-5,1
638.0,-4000.0,-2.0,-2955.0,31.0,-47.0,0.0,-139.4000000000001,0,0,15,1,-4,-8,1
868.0,-3139.0,-4.0,-4099.0,-21.0,-7.0,0.0,-223.79999999999995,0,0,-7,-1,0,-6,1
-1028.0,-6228.0,-4.0,-6057.0,-59.0,10.0,0.0,504.3000000000002,0,0,28,1,-4,-6,1
1748.0,-4298.0,-5.0,-5354.0,1.0,-2.0,0.0,-49.09999999999991,0,0,163,-3,-3,-11,1
-638.0,-3408.0,-3.0,-2692.0,-37.0,8.0,0.0,-344.10000000000014,0,0,4,0,-1,-4,1
-1269.0,-575.0,-1.0,-3734.0,9.0,-7.0,0.0,681.3000000000002,0,0,-3,1,1,-3,1
-604.0,2266.0,-3.0,-2716.0,64.0,0.0,0.0,-204.0999999999999,0,0,-124,-2,2,-5,0
2737.0,3716.0,4.0,3392.0,36.0,34.0,0.0,585.8999999999996,0,0,15,2,0,-3,0
-3160.0,-5665.0,-3.0,-6243.0,-41.0,6.0,0.0,742.3999999999996,0,0,39,1,-2,-5,1
-4093.0,-3480.0,-2.0,-1695.0,-16.0,-8.0,0.0,534.1999999999996,0,0,-4,0,-1,-6,1
4345.0,1229.0,-1.0,-23.0,12.0,7.0,0.0,-818.9000000000001,0,0,15,1,-2,1,0
2874.0,6955.0,4.0,4735.0,-65.0,36.0,0.0,16.599999999999454,0,0,-1,2,3,10,0
-808.0,-643.0,-2.0,-1702.0,-69.0,-7.0,0.0,13.69999999999959,0,0,10,-2,2,0,1
3443.0,9518.0,4.0,4177.0,75.0,-22.0,0.0,263.60000000000014,0,0,-97,2,4,8,0
-2041.0,829.0,-2.0,-3100.0,-46.0,-15.0,0.0,-631.0999999999999,0,0,126,4,0,6,1
-5242.0,-6743.0,-6.0,-8419.0,5.0,-27.0,0.0,248.20000000000005,0,0,-158,-3,-5,-8,1
104.0,-870.0,-2.0,-821.0,62.0,-36.0,0.0,-102.29999999999973,0,0,15,-2,-3,-4,1
20.0,2905.0,4.0,3603.0,47.0,32.0,0.0,2.099999999999909,0,0,4,0,-1,2,1
1467.0,-308.0,0.0,1247.0,43.0,12.0,0.0,193.69999999999982,0,0,-5,-5,-4,0,1
-1375.0,-3365.0,-1.0,-2648.0,3.0,-42.0,0.0,-131.79999999999973,0,0,-6,0,0,-3,1
1217.0,3926.0,2.0,701.0,104.0,70.0,0.0,-241.30000000000018,0,0,12,0,5,-8,1
-827.0,-4917.0,0.0,-614.0,-42.0,-40.0,0.0,-287.5999999999999,0,0,7,0,-4,0,0
2968.0,7163.0,4.0,6210.0,19.0,7.0,0.0,166.79999999999995,0,0,-7,1,1,7,0
726.0,8186.0,3.0,1975.0,42.0,15.0,0.0,-335.89999999999964,0,0,-1,1,4,9,0
1276.0,4036.0,1.0,1492.0,94.0,5.0,0.0,268.1999999999998,0,0,-19,3,0,4,0
-247.0,-3872.0,-2.0,-3468.0,6.0,-11.0,0.0,145.1999999999996,0,0,-282,1,-2,-7,1
-2812.0,-4297.0,-4.0,-5773.0,-46.0,-54.0,0.0,-559.0000000000002,0,0,-11,2,-2,0,1
-3432.0,-7378.0,-7.0,-8176.0,-2.0,-59.0,0.0,505.0999999999999,0,0,9,-2,-3,-9,1
2372.0,4777.0,5.0,3927.0,110.0,-34.0,0.0,356.3000000000002,0,0,-80,-1,0,1,0
4978.0,4500.0,6.0,7120.0,112.0,17.0,0.0,167.9000000000001,0,0,-18,-1,0,-1,1
831.0,7026.0,3.0,6074.0,96.0,32.0,0.0,175.59999999999968,0,0,1,2,-1,10,0
430.0,-450.0,-2.0,-1940.0,-42.0,-39.0,0.0,104.90000000000009,0,0,-28,3,-1,0,1
-1370.0,-5611.0,-4.0,-4197.0,3.0,-29.0,0.0,-169.10000000000036,0,0,164,-1,-4,-6,1
-1628.0,-7105.0,-5.0,-5251.0,12.0,-12.0,0.0,-510.89999999999964,0,0,12,-2,-1,-12,1
597.0,4247.0,1.0,-862.0,4.0,-52.0,0.0,7.500000000000227,0,0,-75,3,1,4,0
537.0,7697.0,4.0,5302.0,38.0,19.0,0.0,-128.60000000000014,0,0,1,0,4,11,0
1765.0,-1460.0,-1.0,-1117.0,-36.0,28.0,0.0,-210.10000000000036,0,0,-13,2,-3,-2,1
-2128.0,4472.0,2.0,2485.0,63.0,-27.0,0.0,637.3000000000002,0,0,-15,0,1,12,0
5.0,558.0,0.0,-964.0,-95.0,15.0,0.0,-570.9000000000005,0,0,-124,1,-2,4,0
-1700.0,-6355.0,-4.0,-3331.0,-53.0,-10.0,0.0,-89.90000000000009,0,0,6,-3,-3,-6,1
268.0,2768.0,2.0,2096.0,40.0,2.0,0.0,-115.79999999999973,0,0,229,3,3,6,0
393.0,-6542.0,-3.0,-4491.0,47.0,-8.0,0.0,571.8000000000002,0,0,-127,-4,-4,-16,1
-1143.0,-5148.0,-2.0,-2643.0,10.0,-27.0,0.0,-201.40000000000032,0,0,-3,-3,-3,-6,1
-4940.0,-4125.0,-5.0,-5126.0,24.0,-12.0,0.0,-449.4000000000003,0,0,15,3,-1,-2,1
643.0,4307.0,1.0,2460.0,71.0,1.0,0.0,-259.3000000000002,0,0,322,1,2,2,1
684.0,-2207.0,0.0,-1239.0,-48.0,-20.0,0.0,-5.600000000000364,0,0,5,-1,-1,4,1
2774.0,166.0,0.0,625.0,-52.0,51.0,0.0,436.10000000000036,0,0,-7,4,1,-3,0
6031.0,12795.0,9.0,12684.0,106.0,26.0,0.0,-602.3000000000002,0,0,5,3,1,19,0
2719.0,2306.0,1.0,3198.0,32.0,36.0,0.0,474.10000000000036,0,0,-4,3,-1,0,1
-694.0,9774.0,7.0,8511.0,37.0,35.0,0.0,186.19999999999982,0,0,17,3,3,14,0
379.0,2839.0,2.0,2383.0,66.0,-39.0,0.0,-508.99999999999955,0,0,-1,3,3,6,1
-3515.0,-7710.0,-5.0,-7557.0,-52.0,-55.0,0.0,-61.0,0,0,-25,1,-4,-9,1
-866.0,1811.0,-1.0,-662.0,-35.0,-2.0,0.0,368.1999999999998,0,0,-12,3,2,1,0
-2276.0,8019.0,1.0,3405.0,74.0,56.0,0.0,-164.79999999999973,0,0,-15,2,2,10,0
-110.0,9499.0,5.0,5679.0,76.0,49.0,0.0,280.0,0,0,-2,5,2,13,0
-1428.0,3797.0,2.0,1914.0,-32.0,37.0,0.0,-153.0999999999999,0,0,14,2,2,3,1
3522.0,3432.0,2.0,6047.0,23.0,-7.0,0.0,751.9000000000001,0,0,-20,0,1,3,0
93.0,-1271.0,0.0,-3487.0,-19.0,-38.0,0.0,865.5000000000002,0,0,-20,0,-2,1,1
1854.0,2539.0,2.0,3330.0,7.0,-25.0,0.0,-339.10000000000036,0,0,-142,0,0,5,0
-5717.0,-4825.0,-4.0,-4847.0,-5.0,-32.0,0.0,155.9000000000001,0,0,-57,-3,-1,-8,1
3245.0,-3452.0,0.0,-368.0,-3.0,0.0,0.0,4.699999999999818,0,0,-2,0,-3,-4,0
1385.0,2880.0,0.0,234.0,35.0,41.0,0.0,465.60000000000014,0,0,4,1,3,3,1
1705.0,2272.0,-2.0,-2740.0,40.0,-4.0,0.0,-72.79999999999973,0,0,-10,-1,-1,-3,1
1550.0,1390.0,1.0,-29.0,-14.0,36.0,0.0,-302.39999999999964,0,0,394,3,0,-1,0
-640.0,8.0,2.0,1247.0,-22.0,21.0,0.0,39.09999999999991,0,0,-92,0,-1,6,0
-376.0,-7293.0,-4.0,-4928.0,-66.0,-66.0,0.0,-326.09999999999945,0,0,-25,-4,-4,-7,1
-594.0,2262.0,1.0,-688.0,-8.0,-20.0,0.0,-177.0999999999999,0,0,-4,0,0,1,0
411.0,4536.0,0.0,1872.0,31.0,25.0,0.0,-346.00000000000045,0,0,0,2,3,-2,0
-2621.0,-4383.0,-3.0,-4924.0,-42.0,-52.0,0.0,470.70000000000005,0,0,-6,0,-3,-2,0
-2942.0,-3457.0,-2.0,-1384.0,-35.0,-6.0,0.0,76.70000000000027,0,0,-4,-3,-2,-2,0
2487.0,-2717.0,-4.0,-4271.0,-32.0,-35.0,0.0,-252.5999999999999,0,0,6,0,-3,3,1
-1773.0,-1080.0,-2.0,-2201.0,-10.0,-20.0,0.0,-400.3000000000002,0,0,-20,-1,1,-1,1
112.0,-570.0,-2.0,-2401.0,43.0,2.0,0.0,623.2,0,0,3,-1,-1,-7,0
-1142.0,8706.0,4.0,5705.0,65.0,46.0,0.0,-241.10000000000036,0,0,-7,2,2,7,0
-848.0,5531.0,1.0,2423.0,47.0,34.0,0.0,-732.7999999999993,0,0,6,2,3,3,0
5586.0,6921.0,2.0,3419.0,7.0,5.0,0.0,336.2999999999997,0,0,-2,2,1,5,1
-1770.0,-8415.0,-7.0,-7221.0,-24.0,-43.0,0.0,174.0,0,0,-16,-4,-4,-12,1
753.0,-6706.0,-4.0,-4973.0,-42.0,-50.0,0.0,-121.5,0,0,-1,-1,-3,-8,1
-101.0,7902.0,5.0,6535.0,19.0,36.0,0.0,46.09999999999991,0,0,3,3,1,9,0
1663.0,7120.0,4.0,6745.0,85.0,29.0,0.0,15.599999999999682,0,0,-156,2,1,8,0
-578.0,2457.0,4.0,5018.0,30.0,-2.0,0.0,85.20000000000027,0,0,-6,2,0,4,0
802.0,1370.0,2.0,2472.0,-9.0,45.0,0.0,-35.40000000000009,0,0,13,-1,-1,2,1
1402.0,-2974.0,-1.0,-2341.0,-8.0,16.0,0.0,60.40000000000009,0,0,-66,-1,-4,-11,1
-919.0,926.0,1.0,1322.0,-56.0,45.0,0.0,225.5,0,0,26,1,-1,4,0
-99.0,-391.0,-2.0,-550.0,-19.0,-10.0,0.0,-224.60000000000036,0,0,215,1,0,2,0
-224.0,-1170.0,-3.0,-2469.0,45.0,-23.0,0.0,-405.0,0,0,-143,0,1,5,1
954.0,-371.0,-1.0,-680.0,-8.0,-31.0,0.0,94.49999999999977,0,0,-27,-1,1,2,1
272.0,-5468.0,-3.0,-4174.0,24.0,-11.0,0.0,212.49999999999955,0,0,-13,-1,-2,-9,1
-1081.0,905.0,-1.0,-1448.0,25.0,-27.0,0.0,-151.5,0,0,5,1,-3,2,1
-2540.0,-6513.0,-2.0,-4313.0,62.0,-59.0,0.0,353.7000000000003,0,0,1,-1,-3,-10,1
-1452.0,-7017.0,-3.0,-4328.0,-31.0,-36.0,0.0,-519.3999999999996,0,0,1,1,-4,-3,1
-1204.0,3058.0,0.0,-479.0,31.0,-14.0,0.0,-169.19999999999982,0,0,-7,2,1,2,0
-5052.0,21.0,-1.0,-1269.0,-14.0,20.0,0.0,-7.799999999999727,0,0,-6,-1,-3,1,1
1103.0,-4264.0,-4.0,-5462.0,-19.0,-21.0,0.0,115.79999999999973,0,0,-45,2,-3,-6,0
-2828.0,-9603.0,-6.0,-6284.0,-25.0,-36.0,0.0,-219.29999999999995,0,0,-1,-3,-4,-16,1
-1211.0,-3796.0,-5.0,-3838.0,-55.0,-43.0,0.0,130.00000000000045,0,0,-10,-1,-2,-4,1
-1711.0,-5840.0,-2.0,-1958.0,-14.0,-31.0,0.0,-28.600000000000364,0,0,-93,1,-3,-6,1
342.0,-5332.0,-4.0,-6465.0,-61.0,-44.0,0.0,561.5,0,0,-1,0,-2,-7,0
1510.0,2350.0,2.0,2684.0,-50.0,17.0,0.0,279.10000000000036,0,0,19,1,0,1,1
403.0,-601.0,-4.0,-4356.0,22.0,2.0,0.0,-1042.4999999999998,0,0,11,1,1,-1,1
153.0,-2268.0,-4.0,-4025.0,76.0,-50.0,0.0,-419.70000000000005,0,0,4,-5,-2,-4,1
-2785.0,3665.0,4.0,2633.0,56.0,13.0,0.0,134.4000000000001,0,0,2,3,0,6,0
1047.0,82.0,-1.0,-1651.0,-67.0,61.0,0.0,-80.09999999999991,0,0,-76,0,-1,-1,0
1065.0,-405.0,1.0,964.0,-42.0,-26.0,0.0,-65.59999999999945,0,0,0,1,-2,1,1
-1607.0,-4890.0,-4.0,-5327.0,-62.0,-14.0,0.0,96.5,0,0,-9,0,-2,-8,1
1621.0,3591.0,4.0,4133.0,122.0,31.0,0.0,-470.5999999999999,0,0,-11,0,1,3,0
-106.0,-1113.0,0.0,711.0,35.0,-16.0,0.0,253.5999999999999,0,0,-76,1,-3,-4,0
-166.0,-1072.0,0.0,299.0,17.0,6.0,0.0,593.3999999999996,0,0,30,-2,-2,-1,1
655.0,6102.0,1.0,1352.0,55.0,66.0,0.0,-76.50000000000023,0,0,153,5,1,2,1
3553.0,10643.0,3.0,7710.0,91.0,54.0,0.0,38.79999999999973,0,0,-20,5,5,11,0
582.0,-947.0,-2.0,-1617.0,10.0,-55.0,0.0,-6.199999999999818,0,0,6,-4,-1,0,1
-198.0,-792.0,0.0,1289.0,-48.0,58.0,0.0,-210.80000000000018,0,0,3,-1,2,0,0
37.0,9275.0,6.0,5592.0,12.0,35.0,0.0,443.29999999999995,0,0,4,2,5,12,0
-864.0,3037.0,1.0,1703.0,-9.0,19.0,0.0,60.19999999999982,0,0,-15,1,2,0,0
-2183.0,2347.0,1.0,305.0,-28.0,-21.0,0.0,-212.80000000000018,0,0,9,1,2,6,0
1335.0,-2425.0,1.0,1075.0,-37.0,-20.0,0.0,66.29999999999973,0,0,102,-3,-8,3,0
-746.0,-4785.0,-2.0,-1595.0,-98.0,5.0,0.0,-323.5999999999999,0,0,-5,-2,-6,-7,0
1236.0,3846.0,3.0,4665.0,8.0,-25.0,0.0,-501.10000000000036,0,0,15,-2,0,13,0
1160.0,-1174.0,-1.0,-291.0,8.0,-20.0,0.0,-393.0999999999999,0,0,-70,0,-4,0,1
477.0,8402.0,7.0,7110.0,-8.0,-1.0,0.0,-181.5999999999999,0,0,-5,3,0,17,0
3248.0,-1679.0,0.0,675.0,23.0,-24.0,0.0,-186.4000000000001,0,0,-10,-3,-3,-6,0
2.0,-8365.0,-4.0,-2373.0,2.0,-36.0,0.0,-242.70000000000073,0,0,3,-2,-7,-11,1
4063.0,3670.0,3.0,3872.0,-45.0,-11.0,0.0,-278.6999999999996,0,0,6,0,-2,5,0
706.0,1103.0,0.0,1295.0,-7.0,31.0,0.0,374.10000000000036,0,0,-9,1,3,1,0
326.0,6330.0,4.0,6413.0,81.0,-11.0,0.0,-310.8000000000002,0,0,7,1,-2,12,0
1021.0,1636.0,2.0,3076.0,32.0,-31.0,0.0,14.700000000000273,0,0,0,-4,-5,2,0
402.0,4649.0,3.0,3107.0,45.0,29.0,0.0,-148.70000000000005,0,0,76,-1,-1,3,0
2166.0,3302.0,-1.0,438.0,7.0,35.0,0.0,-234.60000000000036,0,0,20,0,-2,-1,0
2177.0,3312.0,2.0,1696.0,-40.0,29.0,0.0,-344.3000000000002,0,0,-1,-1,1,4,0
634.0,3404.0,5.0,5843.0,50.0,37.0,0.0,-317.6999999999998,0,0,-3,3,-4,4,1
-1284.0,-11509.0,-9.0,-10669.0,-96.0,-52.0,0.0,92.90000000000055,0,0,-191,-5,-4,-12,1
2143.0,-723.0,0.0,-958.0,9.0,23.0,0.0,-97.90000000000009,0,0,4,1,0,-3,1
-2471.0,-4371.0,-5.0,-4420.0,8.0,5.0,0.0,-184.70000000000005,0,0,-5,-4,-1,-7,1
-3953.0,-3129.0,-5.0,-4273.0,-11.0,-2.0,0.0,234.30000000000018,0,0,147,-1,-2,-1,1
-1014.0,-3719.0,-2.0,-2278.0,-42.0,-40.0,0.0,191.29999999999927,0,0,-16,-2,-3,-10,1
-668.0,-623.0,1.0,2221.0,-4.0,16.0,0.0,-4.599999999999909,0,0,-1,0,-1,-1,0
-1523.0,532.0,-1.0,-1011.0,-1.0,26.0,0.0,426.49999999999955,0,0,-5,0,0,-1,0
6557.0,960.0,0.0,684.0,-22.0,6.0,0.0,58.799999999999955,0,0,-1,4,0,-5,1
1196.0,3786.0,1.0,1260.0,47.0,26.0,0.0,169.49999999999955,0,0,-3,3,0,7,1
1456.0,-2042.0,1.0,-1195.0,-47.0,-35.0,0.0,58.09999999999991,0,0,-9,-1,0,0,1
852.0,-2353.0,-1.0,-830.0,-57.0,-18.0,0.0,-295.5999999999999,0,0,-8,1,-2,0,1
